No.,Time,Source,Destination,Protocol,Length,Info
1632,12:10:15.999741195,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=35661 Ack=2449905 Win=1603968 Len=0
1633,12:10:15.999752472,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=35661 Ack=2478587 Win=1603968 Len=0
1634,12:10:15.999773105,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=61326 Ack=155984 Win=466816 Len=0
1635,12:10:16.026218889,144.38.239.87,142.251.46.238,TCP,54,54164  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
1636,12:10:16.029342968,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2478587 Ack=35700 Win=167168 Len=0
1637,12:10:16.048759590,142.251.46.238,144.38.239.87,TCP,54,443  >  54164 [ACK] Seq=1 Ack=664 Win=67072 Len=0
1638,12:10:16.053783106,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=35700 Ack=2479452 Win=1606912 Len=0
1639,12:10:16.060065540,144.38.239.87,142.251.46.238,TCP,54,54164  >  443 [ACK] Seq=664 Ack=2601 Win=63616 Len=0
1640,12:10:16.060077784,144.38.239.87,142.251.46.238,TCP,54,54164  >  443 [ACK] Seq=664 Ack=5201 Win=61056 Len=0
1641,12:10:16.060082038,144.38.239.87,142.251.46.238,TCP,54,54164  >  443 [ACK] Seq=664 Ack=6826 Win=59520 Len=0
1642,12:10:16.063719710,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=35700 Ack=2479721 Win=1606912 Len=0
1643,12:10:16.092194561,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2479721 Ack=35739 Win=167168 Len=0
1644,12:10:16.092194750,142.251.46.238,144.38.239.87,TCP,54,443  >  54164 [ACK] Seq=7471 Ack=1274 Win=69632 Len=0
1645,12:10:16.108992375,142.251.46.238,144.38.239.87,TCP,54,443  >  54164 [ACK] Seq=7471 Ack=1305 Win=69632 Len=0
1646,12:10:16.226213702,144.38.239.87,142.251.46.238,TCP,54,54164  >  443 [ACK] Seq=1305 Ack=7894 Win=64128 Len=0
1647,12:10:16.246848380,142.251.46.238,144.38.239.87,TCP,54,443  >  54164 [ACK] Seq=7894 Ack=1344 Win=69632 Len=0
1648,12:10:16.388737450,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=155984 Ack=61541 Win=65536 Len=0
1649,12:10:16.392170043,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=61971 Ack=157092 Win=472576 Len=0
1650,12:10:16.392791920,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=61971 Ack=157646 Win=475520 Len=0
1651,12:10:16.395305379,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2479721 Ack=37039 Win=169728 Len=0
1652,12:10:16.395305470,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2479721 Ack=38231 Win=172288 Len=0
1653,12:10:16.395305501,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2479721 Ack=38262 Win=172288 Len=0
1654,12:10:16.398565004,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2479721 Ack=39562 Win=174848 Len=0
1655,12:10:16.398565276,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2479721 Ack=39874 Win=177408 Len=0
1656,12:10:16.405047854,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=39874 Ack=2491539 Win=1606912 Len=0
1657,12:10:16.408437463,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=39874 Ack=2496245 Win=1606912 Len=0
1658,12:10:16.408446935,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=39874 Ack=2512651 Win=1606912 Len=0
1659,12:10:16.408460957,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=39874 Ack=2523541 Win=1606912 Len=0
1660,12:10:16.435716277,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2523580 Ack=39913 Win=177408 Len=0
1661,12:10:16.462042711,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2523580 Ack=41213 Win=180224 Len=0
1662,12:10:16.462042871,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2523580 Ack=41219 Win=180224 Len=0
1663,12:10:16.462042900,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=157646 Ack=62401 Win=65536 Len=0
1664,12:10:16.462087570,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=41219 Ack=2540104 Win=1606912 Len=0
1665,12:10:16.465180996,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=41219 Ack=2545634 Win=1606912 Len=0
1666,12:10:16.465214557,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=63261 Ack=158754 Win=480000 Len=0
1667,12:10:16.465857169,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=63261 Ack=159308 Win=482944 Len=0
1668,12:10:16.472770697,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=159308 Ack=62831 Win=65536 Len=0
1669,12:10:16.476087011,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=41258 Ack=2547688 Win=1606912 Len=0
1670,12:10:16.476429259,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=63691 Ack=159862 Win=485760 Len=0
1671,12:10:16.479354020,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=63691 Ack=160970 Win=491648 Len=0
1672,12:10:16.485878823,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=160970 Ack=63691 Win=65536 Len=0
1673,12:10:16.489192600,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=64121 Ack=162078 Win=497536 Len=0
1674,12:10:16.492352985,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2547890 Ack=41258 Win=180224 Len=0
1675,12:10:16.498828654,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=162078 Ack=63906 Win=65536 Len=0
1676,12:10:16.502191215,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=64121 Ack=163186 Win=503296 Len=0
1677,12:10:16.511919805,144.38.239.87,142.251.46.238,TCP,54,54174  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
1678,12:10:16.523205365,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2547890 Ack=42558 Win=182784 Len=0
1679,12:10:16.523206179,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2547890 Ack=42890 Win=185344 Len=0
1680,12:10:16.526392744,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=42890 Ack=2555808 Win=1606912 Len=0
1681,12:10:16.529696539,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=42890 Ack=2563608 Win=1606912 Len=0
1682,12:10:16.533153948,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=42890 Ack=2580820 Win=1606912 Len=0
1683,12:10:16.533197701,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=42890 Ack=2597266 Win=1606912 Len=0
1684,12:10:16.533229739,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=42890 Ack=2627166 Win=1606912 Len=0
1685,12:10:16.533303366,144.38.239.87,142.251.46.229,TCP,54,41412  >  443 [ACK] Seq=42890 Ack=2644853 Win=1606912 Len=0
1686,12:10:16.533326188,144.38.239.87,172.217.12.106,TCP,54,38956  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
1687,12:10:16.533332077,144.38.239.87,172.217.12.106,TCP,54,38958  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
1688,12:10:16.553245251,142.251.46.238,144.38.239.87,TCP,54,443  >  54174 [ACK] Seq=1 Ack=664 Win=67072 Len=0
1689,12:10:16.553292447,144.38.239.87,142.251.46.238,TCP,54,54174  >  443 [ACK] Seq=664 Ack=2601 Win=62336 Len=0
1690,12:10:16.553304930,144.38.239.87,142.251.46.238,TCP,54,54174  >  443 [ACK] Seq=664 Ack=5201 Win=60416 Len=0
1691,12:10:16.553309294,144.38.239.87,142.251.46.238,TCP,54,54174  >  443 [ACK] Seq=664 Ack=6826 Win=58880 Len=0
1692,12:10:16.573530305,172.217.12.106,144.38.239.87,TCP,54,443  >  38956 [ACK] Seq=1 Ack=678 Win=67072 Len=0
1693,12:10:16.573576424,172.217.12.106,144.38.239.87,TCP,54,443  >  38958 [ACK] Seq=1 Ack=678 Win=67072 Len=0
1694,12:10:16.579981968,142.251.46.229,144.38.239.87,TCP,54,443  >  41412 [ACK] Seq=2644853 Ack=42929 Win=185344 Len=0
1695,12:10:16.580864228,144.38.239.87,142.251.46.238,TCP,54,54174  >  443 [ACK] Seq=915 Ack=7471 Win=64128 Len=0
1696,12:10:16.580922095,144.38.239.87,142.251.46.238,TCP,54,"54174  >  443 [FIN, ACK] Seq=939 Ack=7471 Win=64128 Len=0"
1697,12:10:16.583373726,144.38.239.87,172.217.12.106,TCP,54,38956  >  443 [ACK] Seq=678 Ack=2601 Win=63616 Len=0
1698,12:10:16.583392891,144.38.239.87,172.217.12.106,TCP,54,38956  >  443 [ACK] Seq=678 Ack=5201 Win=61056 Len=0
1699,12:10:16.583403647,144.38.239.87,172.217.12.106,TCP,54,38956  >  443 [ACK] Seq=678 Ack=7801 Win=58496 Len=0
1700,12:10:16.583435662,144.38.239.87,172.217.12.106,TCP,54,38956  >  443 [ACK] Seq=678 Ack=9821 Win=56576 Len=0
1701,12:10:16.583466747,144.38.239.87,172.217.12.106,TCP,54,38958  >  443 [ACK] Seq=678 Ack=2601 Win=62464 Len=0
1702,12:10:16.583470299,144.38.239.87,172.217.12.106,TCP,54,38958  >  443 [ACK] Seq=678 Ack=5201 Win=59904 Len=0
1703,12:10:16.583473719,144.38.239.87,172.217.12.106,TCP,54,38958  >  443 [ACK] Seq=678 Ack=7801 Win=57344 Len=0
1704,12:10:16.583487415,144.38.239.87,172.217.12.106,TCP,54,38958  >  443 [ACK] Seq=678 Ack=9820 Win=55424 Len=0
1705,12:10:16.602114706,142.251.46.238,144.38.239.87,TCP,54,[TCP Previous segment not captured] 443  >  54174 [ACK] Seq=7472 Ack=940 Win=68352 Len=0
1706,12:10:16.602115069,142.251.46.238,144.38.239.87,TCP,54,"[TCP Out-Of-Order] 443  >  54174 [FIN, ACK] Seq=7471 Ack=939 Win=68352 Len=0"
1707,12:10:16.602195737,144.38.239.87,142.251.46.238,TCP,54,54174  >  443 [ACK] Seq=940 Ack=7472 Win=64128 Len=0
1708,12:10:16.608642247,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=163186 Ack=64336 Win=65536 Len=0
1709,12:10:16.612167921,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=64551 Ack=163740 Win=506240 Len=0
1710,12:10:16.615196305,172.217.12.99,144.38.239.87,TCP,54,80  >  49702 [ACK] Seq=2808 Ack=2135 Win=70912 Len=0
1711,12:10:16.615196344,172.217.12.99,144.38.239.87,TCP,54,80  >  49718 [ACK] Seq=2808 Ack=2135 Win=70912 Len=0
1712,12:10:16.615413433,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=64551 Ack=164294 Win=509184 Len=0
1713,12:10:16.679100992,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=164294 Ack=64766 Win=65536 Len=0
1714,12:10:16.682490241,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=65196 Ack=164848 Win=510720 Len=0
1715,12:10:16.685594853,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=65196 Ack=165956 Win=515072 Len=0
1716,12:10:16.748266917,144.38.239.87,172.217.12.99,TCP,54,49702  >  80 [ACK] Seq=2135 Ack=3510 Win=64128 Len=0
1717,12:10:16.751425140,144.38.239.87,172.217.12.99,TCP,54,49718  >  80 [ACK] Seq=2135 Ack=3510 Win=64128 Len=0
1718,12:10:16.771506365,144.38.239.87,172.217.12.106,TCP,54,38956  >  443 [ACK] Seq=1347 Ack=10435 Win=64128 Len=0
1719,12:10:16.771575067,144.38.239.87,172.217.12.106,TCP,54,38956  >  443 [ACK] Seq=1347 Ack=10466 Win=64128 Len=0
1720,12:10:16.774622868,144.38.239.87,172.217.12.106,TCP,54,38958  >  443 [ACK] Seq=912 Ack=10434 Win=64128 Len=0
1721,12:10:16.777849351,172.217.12.106,144.38.239.87,TCP,54,443  >  38956 [ACK] Seq=10466 Ack=1347 Win=69632 Len=0
1722,12:10:16.793553650,172.217.12.106,144.38.239.87,TCP,54,443  >  38956 [ACK] Seq=10466 Ack=1378 Win=69632 Len=0
1723,12:10:16.802021003,172.217.12.106,144.38.239.87,TCP,54,443  >  38958 [ACK] Seq=10465 Ack=943 Win=68352 Len=0
1724,12:10:16.805310278,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=165956 Ack=65626 Win=65536 Len=0
1725,12:10:16.808661684,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=65841 Ack=167064 Win=520960 Len=0
1726,12:10:16.812067548,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=65841 Ack=167619 Win=522496 Len=0
1727,12:10:16.820515995,144.38.239.87,172.217.12.106,TCP,54,38958  >  443 [ACK] Seq=943 Ack=10465 Win=64128 Len=0
1728,12:10:16.829365909,144.38.239.87,172.217.12.106,TCP,54,38956  >  443 [ACK] Seq=1378 Ack=10941 Win=64128 Len=0
1729,12:10:16.835676233,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
1730,12:10:16.838950404,144.38.239.87,142.250.189.225,TCP,54,39836  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
1731,12:10:16.838971097,144.38.239.87,142.250.189.225,TCP,54,39820  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
1732,12:10:16.838992912,144.38.239.87,142.250.189.225,TCP,54,39808  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
1733,12:10:16.839000540,144.38.239.87,142.250.189.225,TCP,54,39832  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
1734,12:10:16.839006442,144.38.239.87,142.250.189.225,TCP,54,39866  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0
1735,12:10:16.857058680,172.217.12.106,144.38.239.87,TCP,54,443  >  38956 [ACK] Seq=10941 Ack=1417 Win=69632 Len=0
1736,12:10:16.860304034,142.250.189.225,144.38.239.87,TCP,54,443  >  39850 [ACK] Seq=1 Ack=674 Win=67072 Len=0
1737,12:10:16.863566326,142.250.189.225,144.38.239.87,TCP,54,443  >  39836 [ACK] Seq=1 Ack=674 Win=67072 Len=0
1738,12:10:16.866828021,142.250.189.225,144.38.239.87,TCP,54,443  >  39820 [ACK] Seq=1 Ack=674 Win=67072 Len=0
1739,12:10:16.870122279,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=674 Ack=2601 Win=63616 Len=0
1740,12:10:16.870136152,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=674 Ack=5201 Win=61056 Len=0
1741,12:10:16.870141737,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=674 Ack=7801 Win=58496 Len=0
1742,12:10:16.870171446,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=674 Ack=9071 Win=57344 Len=0
1743,12:10:16.870102057,142.250.189.225,144.38.239.87,TCP,54,443  >  39808 [ACK] Seq=1 Ack=674 Win=67072 Len=0
1744,12:10:16.879925152,144.38.239.87,142.250.189.225,TCP,54,39836  >  443 [ACK] Seq=674 Ack=2601 Win=63616 Len=0
1745,12:10:16.879948984,144.38.239.87,142.250.189.225,TCP,54,39836  >  443 [ACK] Seq=674 Ack=5201 Win=61056 Len=0
1746,12:10:16.879989171,144.38.239.87,142.250.189.225,TCP,54,39836  >  443 [ACK] Seq=674 Ack=7801 Win=58496 Len=0
1747,12:10:16.879995601,144.38.239.87,142.250.189.225,TCP,54,39836  >  443 [ACK] Seq=674 Ack=9073 Win=57344 Len=0
1748,12:10:16.879899840,142.250.189.225,144.38.239.87,TCP,54,443  >  39866 [ACK] Seq=1 Ack=674 Win=67072 Len=0
1749,12:10:16.880074562,142.250.189.225,144.38.239.87,TCP,54,443  >  39832 [ACK] Seq=1 Ack=674 Win=67072 Len=0
1750,12:10:16.880084954,144.38.239.87,142.250.189.225,TCP,54,39820  >  443 [ACK] Seq=674 Ack=2601 Win=63616 Len=0
1751,12:10:16.880091180,144.38.239.87,142.250.189.225,TCP,54,39820  >  443 [ACK] Seq=674 Ack=3901 Win=62336 Len=0
1752,12:10:16.886457373,144.38.239.87,142.250.189.225,TCP,54,39820  >  443 [ACK] Seq=674 Ack=5201 Win=64128 Len=0
1753,12:10:16.886469882,144.38.239.87,142.250.189.225,TCP,54,39820  >  443 [ACK] Seq=674 Ack=7801 Win=61568 Len=0
1754,12:10:16.886480222,144.38.239.87,142.250.189.225,TCP,54,39820  >  443 [ACK] Seq=674 Ack=9071 Win=60416 Len=0
1755,12:10:16.886508953,144.38.239.87,142.250.189.225,TCP,54,39808  >  443 [ACK] Seq=674 Ack=2601 Win=61696 Len=0
1756,12:10:16.886515052,144.38.239.87,142.250.189.225,TCP,54,39808  >  443 [ACK] Seq=674 Ack=5201 Win=59136 Len=0
1757,12:10:16.886529183,144.38.239.87,142.250.189.225,TCP,54,39808  >  443 [ACK] Seq=674 Ack=7801 Win=56576 Len=0
1758,12:10:16.886534381,144.38.239.87,142.250.189.225,TCP,54,39808  >  443 [ACK] Seq=674 Ack=9072 Win=55424 Len=0
1759,12:10:16.886550926,144.38.239.87,142.250.189.225,TCP,54,39866  >  443 [ACK] Seq=674 Ack=2601 Win=63616 Len=0
1760,12:10:16.886556501,144.38.239.87,142.250.189.225,TCP,54,39866  >  443 [ACK] Seq=674 Ack=5201 Win=61056 Len=0
1761,12:10:16.886570050,144.38.239.87,142.250.189.225,TCP,54,39866  >  443 [ACK] Seq=674 Ack=7801 Win=58496 Len=0
1762,12:10:16.886575778,144.38.239.87,142.250.189.225,TCP,54,39866  >  443 [ACK] Seq=674 Ack=9073 Win=57344 Len=0
1763,12:10:16.886581897,144.38.239.87,142.250.189.225,TCP,54,39832  >  443 [ACK] Seq=674 Ack=2601 Win=63616 Len=0
1764,12:10:16.886587002,144.38.239.87,142.250.189.225,TCP,54,39832  >  443 [ACK] Seq=674 Ack=5201 Win=61056 Len=0
1765,12:10:16.886593018,144.38.239.87,142.250.189.225,TCP,54,39832  >  443 [ACK] Seq=674 Ack=7801 Win=58496 Len=0
1766,12:10:16.886603830,144.38.239.87,142.250.189.225,TCP,54,39832  >  443 [ACK] Seq=674 Ack=9073 Win=57344 Len=0
1767,12:10:16.886601210,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=167619 Ack=66056 Win=73728 Len=0
1768,12:10:16.889702515,172.217.12.106,144.38.239.87,TCP,54,443  >  38958 [ACK] Seq=10465 Ack=2243 Win=70912 Len=0
1769,12:10:16.889702667,172.217.12.106,144.38.239.87,TCP,54,443  >  38958 [ACK] Seq=10465 Ack=2578 Win=73472 Len=0
1770,12:10:16.893050999,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=67131 Ack=168727 Win=526848 Len=0
1771,12:10:16.893123585,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=67131 Ack=169835 Win=531328 Len=0
1772,12:10:16.893116096,172.217.12.106,144.38.239.87,TCP,54,443  >  38958 [ACK] Seq=10465 Ack=2694 Win=73472 Len=0
1773,12:10:16.893144156,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=67131 Ack=170943 Win=537216 Len=0
1774,12:10:16.906915252,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=2250 Ack=15249 Win=59648 Len=0
1775,12:10:16.909381612,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=2489 Ack=17849 Win=62464 Len=0
1776,12:10:16.911854625,144.38.239.87,142.250.189.225,TCP,54,39836  >  443 [ACK] Seq=925 Ack=9718 Win=64128 Len=0
1777,12:10:16.911978789,144.38.239.87,142.250.189.225,TCP,54,"39836  >  443 [FIN, ACK] Seq=949 Ack=9718 Win=64128 Len=0"
1778,12:10:16.912573867,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=2876 Ack=28249 Win=62464 Len=0
1779,12:10:16.921224892,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=34749 Win=62464 Len=0
1780,12:10:16.924336880,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=37349 Win=63616 Len=0
1781,12:10:16.929575952,144.38.239.87,142.250.189.225,TCP,54,"39832  >  443 [FIN, ACK] Seq=949 Ack=9687 Win=64128 Len=0"
1782,12:10:16.929723997,144.38.239.87,142.250.189.225,TCP,54,"39866  >  443 [FIN, ACK] Seq=949 Ack=9687 Win=64128 Len=0"
1783,12:10:16.930886185,144.38.239.87,142.250.189.225,TCP,54,39832  >  443 [RST] Seq=925 Win=0 Len=0
1784,12:10:16.930924360,144.38.239.87,142.250.189.225,TCP,54,39866  >  443 [RST] Seq=925 Win=0 Len=0
1785,12:10:16.932835494,144.38.239.87,142.250.189.225,TCP,54,"39820  >  443 [FIN, ACK] Seq=949 Ack=9685 Win=64128 Len=0"
1786,12:10:16.934101179,142.250.189.225,144.38.239.87,TCP,54,"443  >  39836 [FIN, ACK] Seq=9718 Ack=950 Win=68352 Len=0"
1787,12:10:16.934158081,144.38.239.87,142.250.189.225,TCP,54,39836  >  443 [ACK] Seq=950 Ack=9719 Win=64128 Len=0
1788,12:10:16.934223465,144.38.239.87,142.250.189.225,TCP,54,39820  >  443 [RST] Seq=925 Win=0 Len=0
1789,12:10:16.936722507,144.38.239.87,142.250.189.225,TCP,54,39808  >  443 [ACK] Seq=925 Ack=9717 Win=64128 Len=0
1790,12:10:16.936796935,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=56849 Win=44416 Len=0
1791,12:10:16.937356002,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=59449 Win=62464 Len=0
1792,12:10:16.937413086,144.38.239.87,142.250.189.225,TCP,54,"39808  >  443 [FIN, ACK] Seq=949 Ack=9717 Win=64128 Len=0"
1793,12:10:16.939339300,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=62049 Win=59904 Len=0
1794,12:10:16.943935375,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=64649 Win=62464 Len=0
1795,12:10:16.945288434,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=72449 Win=64128 Len=0
1796,12:10:16.947139056,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=75049 Win=69376 Len=0
1797,12:10:16.947154279,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=77649 Win=74496 Len=0
1798,12:10:16.947158725,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=80249 Win=79744 Len=0
1799,12:10:16.966708678,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=82849 Win=84992 Len=0
1800,12:10:16.966726715,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=85449 Win=90112 Len=0
1801,12:10:16.966732627,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=88049 Win=95360 Len=0
1802,12:10:16.966747430,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=90649 Win=100480 Len=0
1803,12:10:16.966765839,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=93249 Win=105728 Len=0
1804,12:10:16.966761711,142.250.189.225,144.38.239.87,TCP,54,"443  >  39832 [FIN, ACK] Seq=9718 Ack=950 Win=68352 Len=0"
1805,12:10:16.966782477,144.38.239.87,142.250.189.225,TCP,54,39832  >  443 [RST] Seq=950 Win=0 Len=0
1806,12:10:16.966761755,142.250.189.225,144.38.239.87,TCP,54,"443  >  39866 [FIN, ACK] Seq=9718 Ack=950 Win=68352 Len=0"
1807,12:10:16.966790872,144.38.239.87,142.250.189.225,TCP,54,39866  >  443 [RST] Seq=950 Win=0 Len=0
1808,12:10:16.966761788,172.64.41.4,144.38.239.87,TCP,54,443  >  51464 [ACK] Seq=170943 Ack=67346 Win=81920 Len=0
1809,12:10:16.966761822,142.250.189.225,144.38.239.87,TCP,54,"443  >  39820 [FIN, ACK] Seq=9716 Ack=950 Win=68352 Len=0"
1810,12:10:16.966806715,144.38.239.87,142.250.189.225,TCP,54,39820  >  443 [RST] Seq=950 Win=0 Len=0
1811,12:10:16.966835253,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=67776 Ack=172051 Win=542976 Len=0
1812,12:10:16.966851878,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=95849 Win=110976 Len=0
1813,12:10:16.966861693,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=98449 Win=116096 Len=0
1814,12:10:16.966876901,142.250.189.225,144.38.239.87,TCP,54,[TCP Previous segment not captured] 443  >  39808 [ACK] Seq=9718 Ack=950 Win=68352 Len=0
1815,12:10:16.966876932,142.250.189.225,144.38.239.87,TCP,54,"[TCP Out-Of-Order] 443  >  39808 [FIN, ACK] Seq=9717 Ack=949 Win=68352 Len=0"
1816,12:10:16.966898070,144.38.239.87,142.250.189.225,TCP,54,39808  >  443 [ACK] Seq=950 Ack=9718 Win=64128 Len=0
1817,12:10:16.966904855,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=101049 Win=121344 Len=0
1818,12:10:16.966913744,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=103649 Win=126592 Len=0
1819,12:10:16.966950492,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=106249 Win=131712 Len=0
1820,12:10:16.968247571,144.38.239.87,172.64.41.4,TCP,54,51464  >  443 [ACK] Seq=67776 Ack=172605 Win=544512 Len=0
1821,12:10:16.970034318,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=108849 Win=136960 Len=0
1822,12:10:16.970063068,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=111449 Win=142080 Len=0
1823,12:10:16.970076584,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=114049 Win=147328 Len=0
1824,12:10:16.970119807,144.38.239.87,142.250.189.225,TCP,54,39850  >  443 [ACK] Seq=3062 Ack=116649 Win=152576 Len=0
